STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,SCALE,Scale,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,PRT,Portugal,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,52.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CAN,Canada,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,40.99,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,KOR,Korea,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,5.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,KOR,Korea,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,ISL,Iceland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,11.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,SVN,Slovenia,PE_SWGD,"Political efficacy, having a say in what the government does",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,5.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FIN,Finland,TRUST_NG,Trust in national government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,61.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_LG,Trust in local government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,38.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUS,Australia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,18.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,TRUST_LE,Trust legislature,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,50.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,HUN,Hungary,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,46.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,6.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NZL,New Zealand,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,54.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,SWE,Sweden,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,11.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CAN,Canada,TRUST_NG,Trust in national government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,44.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,IRL,Ireland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,65.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUT,Austria,TRUST_LE,Trust legislature,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,31.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUS,Australia,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,70,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,40.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,PRT,Portugal,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,4.35,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,ISL,Iceland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,20.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,IRL,Ireland,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,45.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,BEL,Belgium,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,46.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,33.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GRC,Greece,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,44.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NOR,Norway,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,20.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,EST,Estonia,TRUST_NG,Trust in national government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,46.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,SWE,Sweden,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,64.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,14.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LVA,Latvia,TRUST_CL,Trust in courts and legal system,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,17.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NOR,Norway,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,12.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,22.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,40.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,2.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,TRUST_NG,Trust in national government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,34.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,24.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,PRT,Portugal,TRUST_LG,Trust in local government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,51.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,46.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,TRUST_LG,Trust in local government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,56.59,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,TRUST_CS,Trust in civil service,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,50.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,MEX,Mexico,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,37.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,15.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FRA,France,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,25.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,33,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,30.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,BEL,Belgium,TRUST_CL,Trust in courts and legal system,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,51.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,39.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,PRT,Portugal,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,51.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,42.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUT,Austria,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,15.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,KOR,Korea,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,13.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUT,Austria,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,3.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FRA,France,TRUST_NG,Trust in national government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,28.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FIN,Finland,TRUST_CS,Trust in civil service,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,65.92,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,ITA,Italy,PE_SWGD,"Political efficacy, having a say in what the government does",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,5.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,2.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LVA,Latvia,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,23.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FRA,France,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,IRL,Ireland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,13.01,,A,Normal value,0,Units,_Z,Not applicable,,
